class,name,author,number,mark,publish_time,extract
文学,戴老师高能唐诗课,戴建业,1473人点评,93.90%,2022年2月,2022“国民教授”戴建业高能开讲！ “国民教授”戴建业2022开年新作——《戴老师高能唐诗课》，倾情讲解20余位著名唐代诗人的80余首代表作品，延伸讲解100余首，倾注近40年心血研究的精彩呈现。从唐高祖武德元年到唐玄宗先天初年，约百年的初唐诗坛，从王绩到陈子昂，从虞世南、上官仪到沈佺期、宋之问，许多诗人从不同侧面为盛唐诗歌积累了大量的经验。开元十五年前后，孟浩然、王维、李白、杜甫、岑参等人先后登上诗坛，这就是诗国的“盛唐”，唐朝诗歌大放异彩，甚至不仅仅使唐朝，也使中国古典诗歌步入黄金时代。中唐诗坛上出现了韩愈、白居易、刘禹锡、柳宗元、李贺、孟郊等著名诗人，中唐诗坛仍旧百花齐放。即使到了晚唐，也涌现出了杜牧、李商隐、温庭筠，那时的诗坛仍旧“夕阳无限好”。如果说盛唐的李白与杜甫，是珠穆朗玛峰的，它的壮伟雄奇让人震撼；中唐白居易、韩愈、柳宗元、刘禹锡等人，就是珠穆朗玛峰的山腰，它多彩多姿的景象仍然非常壮观。而“小李杜”等人，就是珠穆朗玛峰的山麓，它独特的风景照样让人迷恋。总之，初唐、盛唐、中唐，到晚唐，唐诗中的牛人及其代表作品，这本书里都会讲到。
文学,雪花写作法：10步写出一篇好小说,兰迪·英格曼森,2174人点评,93.90%,2022年5月,本书是小说写作指导书，立足于作者自创的“雪花写作法”，以寓言的形式架构，传授将心中故事顺利落到笔尖的10个步骤。  “雪花写作法”的10个步骤是利用“雪花分形”的原理，不断将小说创作的环节细化，令写作者自身对小说内容的构思更加清晰。本书将告诉你：  如何正确界定你的目标人群；  如何用一句话说出你的故事；  如何进入你的角色，包括反派角色；  如何把握节奏，抓住揭示主题的最佳时机点；  如何预演每一个场景，确保故事具有超强冲击力……  作者鼓励每一位小说创作者不要放弃探索适合自己的写作模式，如果你所已知的小说写作方法都无法捋顺你的思路，“雪花写作法”一定能为你带来惊喜。
历史,敦煌大历史,邢耀龙,1553人点评,93.80%,2022年12月,这是一部面向普通读者的敦煌历史文化通俗读物。这是一部敦煌史，也是半部中国史；这是从石窟发出的敦煌史，也是从敦煌出发的中国史。作者沿着时间脉络，讲述各个时期敦煌相关的重要人物和故事，同时融入了最新的学术进展。  敦煌，边地如何纳入帝国版图；敦煌，文化贸易中心如何形成；敦煌，何以成为超级文旅IP；敦煌，小人物的命运如何走向，大人物的野心如何施展；敦煌，人民的生活与信仰如何延续，帝国的伟业如何惨淡经营。  敦煌，本是帝国的边缘，却以独特的方式成为世界的中心。当我们把边缘的敦煌作为锚点来回溯往事，就能赫然发现一条截然不同的历史脉络。敦煌艺术，以震撼人心的雕塑、壁画吸引五湖四海的游人；飞天、千手观音、九色鹿已成为中国文化最鲜明的名片，但当我们把这一切放在历史的进程中去，又该如何理解？敦煌学，作为20世纪以来最重要的学术潮流，早已改写了众多学科的研究进程，但是学术前沿的认知更新距离大众却相当遥远。现在，终于有一本书，可以用通俗的方式为我们讲述这一切。
文学,鲁迅全集（全20卷）,鲁迅,6616人点评,93.70%,2014年5月,唯一无删改、原汁原味鲁迅的文字！ 唯一无删改、原汁原味鲁迅的文字，市面上最通俗好读的鲁迅版本！1936年10月，鲁迅先生在上海逝世。鲁迅先生纪念委员会为 扩大鲁迅精神的影响，以唤醒国魂，争取光明 编印了鲁迅逝后第一版《鲁迅全集》。《全集》由蔡元培任主席的鲁迅先生纪念委员会负责编校，编辑委员有蔡元培、马裕藻、沈兼士、茅盾、周作人诸先生。《全集》总目以鲁迅亲定的著述目录为基础，增加了译作部分，并力求各册字数大致相当。全书大致分创作、古籍校辑、译作三大部分。各部分内容按时间先后排序。全书总计六百余万字，共分二十卷。于1938年6月正式出版并发行。鲁迅全集（第一卷）-坟、呐喊、野草；鲁迅全集（第二卷）-热风、彷徨、朝花夕拾、故事新编；鲁迅全集（第三卷）-华盖集、华盖集续编、华盖集续编的续编、而已集；鲁迅全集（第四卷）-三闲集、二心集、伪自由书；’鲁迅全集（第五卷）-南腔北调集、准风月谈、花边文学；鲁迅全集（第六卷）-且介亭杂文、且介亭杂文二编、且介亭杂文续编；鲁迅全集（第七卷）-致许广平书信集、集外集、集外集拾遗；鲁迅全集（第八卷）-会稽郡故书杂集、古小说钩沉；鲁迅全集（第九卷）-嵇康集、中国小说史略、后记；鲁迅全集（第十卷）-小说旧闻钞、唐宋传奇集、汉文学史纲要；鲁迅全集（第十一卷）-月界旅行、地底旅行、域外小说集、现代小说译丛、现代日本小说集、工人绥惠略夫；鲁迅全集（第十二卷）-一个青年的梦、爱罗先珂童话集、桃色的云；鲁迅全集（第十三卷）-苦闷的象征、出了象牙之塔、思想·山水·人物；鲁迅全集（第十四卷）-小约翰、表、俄罗斯的童话、药用植物；鲁迅全集（第十五卷）-近代美术史潮论、艺术论；鲁迅全集（第十六卷）-壁下译丛、译丛补；鲁迅全集（第十七卷）-艺术论、现代新兴文学的诸问题、文艺与批评、文艺政策；鲁迅全集（第十八卷）-十月、毁灭、山民牧唱、坏孩子和别的奇闻；鲁迅全集（第十九卷）-竖琴、一天的工作；鲁迅全集（第二十卷）-死魂灵。
历史,太白金星有点烦,马伯庸,2.4万人点评,93.60%,2023年6月,天庭神仙皆社畜，西游路上打工人。 太白金星李长庚近有点烦。天庭和西天联合推出了“西天取经”的重大项目，他受命策划九九八十一难，确保唐僧能安全走完流程，平稳取经成佛。老神仙本以为一切尽在掌控中，谁知天大的麻烦才刚刚开始：费用报销、工作汇报、人事安排、各路大仙塞来的条子、各地妖怪暗藏的心思，捋不出的千头万缕，做不完的繁杂琐事……当大闹天宫的真相重新浮出水面，牵扯出无数因果，李长庚发觉自己成就金仙的道路越加渺茫。
文学,简爱（世界十大文学名著）,夏洛蒂·勃朗特,3114人点评,93.60%,2013年10月,本书讲述了这样一个故事：简·爱自幼父母双亡，投靠冷酷的舅母，但舅母无情地抛弃了她。她在一所慈善学校做了六年的学生和两年的教师。十八岁时，简·爱受聘到桑菲尔德府学当家庭教师，认识了主人罗切斯特。两人都被对方独特的气质和丰富的感情所吸引，于是不顾身份和地位的巨大差距深深相爱了。正当他们举行婚礼时，有人证明罗切斯特的前妻还活着。简·爱知道他们不可能有平等的婚姻，于是选择了离开。后来，简·爱意外遇见了她的表兄妹们，并从叔叔那里继承了一笔遗产。但她无法抵御对罗切斯特的刻骨思念，于是便回到了已经失去了财富、身体也遭到火灾严重摧残的罗切斯特身边，毅然跟他结婚。在爱的沐浴下，罗切斯特找回了幸福和健康。
文学,献给阿尔吉侬的花束,丹尼尔·凯斯,3.8万人点评,93.60%,2022年8月,很多人都笑我。但他们是我的朋友我们都很快乐。  声称能改造智能的科学实验在白老鼠阿尔吉侬身上获得了突破性的进展，下一步急需进行人体实验。个性和善、学习态度积极的心智障碍者查理·高登成为最佳人选。 查理对实验只有模糊的了解，但他知道自己想变聪明，想要受重视，爱人和被爱。 手术成功后，查理的智商从68跃升为185，那些从未有过的情绪和记忆也逐渐浮现。
哲学,唯物主义和经验批判主义,列宁,55人点评,93.50%,2015年12月,《唯物主义和经验批判主义》是列宁批判唯心主义哲学思潮、捍卫和发展马克思主义科学世界观的重要哲学专著。
历史,半小时漫画历史系列（共7册）（中国史1-5+世界史1-2）,陈磊·半小时漫画团队,4738人点评,93.50%,2021年5月,看半小时漫画，通古今中外历史！ 其实是严谨的极简中国史+世界史。从春秋战国到宋元明清，从四大文明古国到欧洲、日本、美国……翻开本书，在笑出腹肌的同时通晓历史。《半小时漫画中国史1-5》：春秋战国像个班级；大秦过把瘾就死；楚汉之争八卦多；三国就三大战役；大唐盛世开门红；两宋繁荣特有钱；元朝皇帝换得快；大明皇大多逃不开斗外敌、斗奸臣、平内乱三件事；清朝皇帝非常努力，但挡不住世界改革的浪潮……《半小时漫画世界史1-2》：简到崩溃的极简欧洲史、美国往事三部曲、一口气就能读完的日本史。四大文明古国组团出道，为啥只剩中国屹立不倒？翻开本书，在铺天盖地的段子中，看懂另外三大文明古国的前世今生！
历史,苏东坡新传,李一冰,3582人点评,93.50%,2020年5月,余秋雨高度评价的传记经典，豆瓣评分9.7 苏东坡，天赋异禀的大文豪，无可救药的乐天派……他的标签很多，却难以被标签定义。居高处为翰林学士，落低谷为狱中囚犯，一生波澜曲折都在诗里见。本书即以东坡诗词为主线，兼及东坡文集、后人笔记等百余种资料，以坚实的考订和热情的笔触，呈现出一个立体的东坡形象。全新增订版特别收录《寻找李一冰》和《缥缈孤鸿影──父亲与〈苏东坡新传〉》，追寻谜样作者和出版缘由，附录《苏轼及宋朝大事年表》。
哲学,佛陀传：全世界影响力最大的佛陀传记,一行禅师,6031人点评,93.40%,2014年3月,享誉海内外的佛学大师一行禅师经典作品，他沉稳迷人地讲述了佛陀80岁的完整一生，佛法的起源与奥妙，就这样在您面前徐徐展开。无论你有没有佛学根基，阅读本书，都是一次充满喜乐和感动，受益匪浅的修行。自从1991年在美国初次出版以来，二十多年的时间，《佛陀传》已成为全世界佛学爱好者的入门书。一行禅师沉稳迷人地讲述了佛陀释迦牟尼从出生、成长、出家、修行、得道、弘法，直至灭寂的完整一生。娓娓道来的佛陀生平故事，融汇着佛法的精深奥妙；无论你有没有佛学根基，阅读《佛陀传》，都是一次充满喜乐和感动，受益匪浅的修行。
历史,拿破仑大帝（全2册）,安德鲁·罗伯茨,229人点评,93.40%,2016年4月,《拿破仑大帝》是一部关于拿破仑的最新叙述体传记，安德鲁?罗伯茨基于拿破仑基金会新近编辑出版的33000封拿破仑信件等诸多材料，以拿破仑一生参与的60场战役为主线，围绕“拿破仑是摧毁者还是建设者？是解放者还是专制者？是政治家还是冒险家？”展开论述，其间驳斥了许多围绕在拿破仑身边的“黑色传奇”，认为他称得上最后的也是最伟大的开明独裁者和马背上的启蒙者，也确实当担得起“大帝”的名号。
